customer_id,date,price,quantity
3913,2024-04-25 13:23:11,250.82,3
1435,2023-10-16 23:55:04,290.72,4
181,2023-07-08 09:38:38,354.9,1
2372,2023-10-07 18:38:05,407.21,7
3855,2023-09-18 14:11:54,33.79,7
4846,2023-12-07 08:19:55,163.6,2
2188,2023-10-07 23:48:14,191.18,8
2647,2024-03-04 12:32:06,304.29,5
3534,2023-09-03 15:47:10,62.16,7
2938,2024-01-24 23:56:00,228.7,9
1646,2023-05-21 05:54:00,129.1,2
4940,2023-05-07 21:49:47,309.64,5
1553,2024-04-14 08:24:17,180.43,9
3225,2023-11-22 11:55:30,408.22,6
2198,2023-09-11 00:32:44,71.72,2
1135,2023-05-04 17:52:27,254.82,9
26,2023-11-12 02:38:25,461.46,6
1489,2023-02-15 14:57:41,104.15,7
957,2023-06-23 07:20:35,333.96,3
1914,2023-05-23 08:08:20,156.63,8
2935,2023-12-07 00:58:24,450.54,1
1470,2024-05-03 13:09:14,16.86,9
2722,2024-04-12 04:23:34,298.52,3
1897,2023-08-08 14:52:01,199.12,3
929,2023-12-05 11:45:39,8.73,6
2812,2024-02-15 11:53:22,332.26,6
470,2023-04-30 02:43:40,490.16,7
2336,2024-03-17 20:40:30,283.44,2
526,2023-05-24 09:36:20,88.94,5
1864,2023-08-09 13:05:01,14.35,6
1721,2024-04-29 05:31:21,401.28,5
592,2023-05-16 02:47:41,443.14,7
2323,2023-12-08 16:51:42,206.04,7
3511,2023-08-19 08:25:49,134.87,9
208,2024-01-21 22:07:30,407.4,3
4263,2023-03-08 22:34:35,77.39,6
3422,2023-03-11 18:38:30,86.17,4
4090,2023-10-03 14:30:18,418.53,2
1911,2023-10-16 12:12:30,259.73,1
2861,2023-02-05 16:14:48,130.37,2
217,2023-02-05 16:46:15,489.3,9
25,2023-12-24 13:08:36,293.47,9
4164,2024-04-16 18:24:40,87.15,7
3027,2023-01-16 18:58:48,472.26,6
2283,2023-04-11 03:24:44,165.07,5
1741,2023-03-23 07:30:15,288.48,3
4388,2024-05-07 07:19:54,25.52,3
3782,2023-07-08 07:31:35,429.13,1
2776,2023-08-05 23:01:09,233.92,1
2604,2023-01-10 12:07:24,392.66,4
1163,2023-05-07 20:06:40,105.16,3
4076,2023-05-03 21:57:43,472.78,2
624,2023-07-14 06:11:30,26.69,1
771,2024-04-21 02:59:43,270.93,6
4052,2023-02-04 06:04:15,203.71,7
1242,2023-06-11 15:12:39,147.08,9
2712,2024-04-01 21:43:02,44.24,1
822,2024-03-15 04:27:03,234.26,5
4404,2023-04-14 21:29:37,301.52,1
1199,2023-06-01 02:38:25,184.59,1
2998,2023-04-12 00:36:18,191.99,9
2596,2023-05-05 13:37:09,49.97,1
808,2023-07-21 12:56:12,114.57,6
3466,2024-04-19 16:11:43,394.23,8
2122,2023-10-15 17:47:53,345.81,8
4394,2023-05-20 18:34:40,204.04,7
3887,2023-01-27 05:45:32,210.06,2
731,2023-02-05 21:00:26,90.8,6
1796,2023-05-06 10:13:09,251.43,7
1824,2024-01-06 09:58:34,485.61,5
3467,2023-12-06 22:09:35,376.06,3
3612,2024-04-10 03:09:10,207.13,4
4526,2024-01-24 23:56:04,461.4,9
200,2023-11-29 17:55:02,197.21,8
1448,2024-04-13 18:55:04,447.77,7
2390,2023-08-13 18:22:53,220.84,5
4962,2023-07-10 14:42:55,376.73,1
3117,2024-01-29 17:51:03,38.05,2
2851,2023-12-01 13:21:22,357.66,6
1955,2023-02-14 04:20:12,369.6,3
4864,2023-11-27 12:07:50,161.24,2
1793,2023-02-19 05:32:05,211.4,1
1484,2023-12-29 01:23:14,175.97,9
198,2023-06-28 23:28:45,50.27,9
895,2023-10-17 11:17:19,129.75,2
137,2023-02-09 16:38:31,147.44,7
2238,2023-07-21 09:09:07,345.81,8
2258,2023-07-20 03:32:38,133.01,2
1393,2024-05-18 08:18:55,268.67,2
3420,2023-07-14 10:47:48,386.18,9
169,2023-12-19 05:22:00,83.7,7
2853,2023-08-11 14:37:52,480.87,2
4273,2024-05-06 21:53:34,430.39,7
1562,2023-05-25 03:11:54,393.41,8
4420,2023-02-18 17:19:01,456.25,9
509,2024-05-09 01:09:47,496.54,5
3187,2024-02-05 02:25:57,101.18,7
1778,2023-10-08 21:18:48,103.47,1
3362,2023-03-09 16:14:19,321.98,7
147,2023-08-25 22:43:04,73.45,4
4318,2023-06-27 20:18:22,127.14,2
4606,2023-11-25 21:56:27,110.65,1
2563,2024-03-11 17:02:36,205.51,4
909,2024-02-10 05:21:49,471.2,5
4653,2023-04-20 16:27:38,319.76,1
4982,2024-02-22 18:47:27,352.59,9
2814,2023-03-02 01:14:58,291.91,2
3696,2023-12-07 08:11:01,335.67,6
3414,2023-05-22 23:09:29,309.74,4
424,2023-07-10 16:45:18,151.51,5
3624,2023-07-27 17:40:17,454.51,3
3735,2023-05-23 08:16:11,388.06,6
3487,2023-01-29 20:46:02,80.81,1
3730,2024-05-26 12:43:56,426.43,2
968,2023-07-14 11:35:22,58.23,3
4371,2023-06-02 17:44:12,85.5,8
861,2023-07-27 23:23:41,234.69,4
434,2023-04-28 03:00:34,405.4,4
4906,2023-08-31 08:33:10,215.83,9
1430,2023-12-04 14:02:29,240.99,8
4298,2023-05-19 07:13:48,477.0,8
3930,2023-11-05 14:58:18,476.91,1
2547,2023-08-15 21:25:33,363.65,1
330,2023-03-17 08:21:18,91.71,4
3613,2023-04-12 08:51:24,319.8,2
210,2023-03-29 03:10:36,200.63,2
3969,2023-10-09 02:02:29,423.47,2
1041,2023-04-21 16:21:12,228.4,9
165,2023-05-21 01:51:57,344.66,2
607,2023-07-21 06:13:27,89.34,8
1220,2024-03-03 12:28:37,66.96,8
1332,2023-11-12 17:29:30,464.19,1
4233,2023-01-05 02:54:24,246.3,5
953,2024-02-15 10:15:58,451.69,1
4956,2024-05-08 21:18:24,463.53,9
3166,2023-05-20 13:18:43,420.98,9
2799,2024-02-15 07:10:10,488.35,7
161,2023-03-20 05:19:31,426.66,5
2196,2023-08-13 23:26:23,400.43,6
4681,2024-03-06 09:32:45,11.24,3
1112,2024-03-31 08:03:46,476.48,7
3086,2024-05-13 21:14:28,469.86,7
1909,2023-05-29 18:41:08,339.37,6
3000,2023-04-25 05:56:29,150.79,3
2764,2024-01-17 13:03:41,387.65,1
733,2023-03-03 22:00:37,205.84,9
282,2023-01-22 14:32:39,326.47,4
4897,2023-10-09 09:16:25,172.05,6
3855,2023-03-06 04:29:30,424.4,2
4567,2023-05-18 13:20:21,106.91,5
1309,2024-05-06 17:31:54,120.22,9
3397,2023-03-22 14:32:31,91.99,9
596,2023-05-07 19:00:26,20.17,9
648,2024-03-31 23:00:33,167.57,3
4041,2024-03-30 08:05:24,274.97,9
574,2023-03-10 12:48:25,250.54,2
257,2023-11-05 20:15:38,169.41,7
3209,2023-01-02 09:14:06,207.2,9
3280,2024-02-08 11:03:45,317.86,9
1029,2023-12-09 08:35:24,418.11,2
4445,2024-05-06 23:32:04,470.33,2
2990,2023-11-01 09:39:17,169.54,3
587,2023-01-13 10:46:30,96.09,1
3292,2023-04-03 07:33:43,111.97,5
2868,2024-05-11 00:54:02,369.82,8
740,2024-01-01 12:09:55,57.42,6
4970,2023-04-20 22:46:38,460.17,9
4883,2023-09-07 04:45:25,330.31,1
3446,2024-04-07 21:54:40,452.24,4
438,2024-05-15 05:02:54,486.69,7
3899,2023-01-18 17:09:11,260.29,2
4012,2023-10-18 01:06:36,350.73,6
1848,2024-04-29 00:27:12,322.42,2
1533,2023-03-19 08:20:10,45.25,6
1021,2024-01-11 11:26:48,241.38,2
942,2023-10-08 10:00:07,106.58,3
2904,2023-07-20 10:04:49,354.38,3
450,2023-05-09 06:06:00,147.96,1
3399,2023-05-02 02:54:55,125.31,1
3126,2023-10-25 04:59:36,136.56,6
817,2023-01-06 21:55:21,449.17,4
2108,2023-03-18 08:53:19,237.59,7
1691,2023-08-10 04:49:02,474.46,4
4260,2023-03-22 04:28:29,367.48,8
3643,2024-03-31 05:43:55,357.32,1
946,2024-01-04 15:16:59,388.46,9
202,2024-01-19 19:38:16,419.9,1
1806,2023-10-15 16:27:48,31.02,1
1863,2023-08-29 06:41:45,287.43,6
551,2024-04-26 22:45:16,70.81,1
3752,2024-05-17 07:04:01,407.56,1
1673,2023-06-28 05:57:24,81.15,9
2041,2023-05-15 01:55:26,131.85,2
904,2024-03-15 12:35:14,479.78,4
505,2024-01-25 08:20:42,118.08,6
3812,2023-09-09 20:01:45,149.27,1
1480,2023-04-11 20:43:04,489.87,2
4497,2023-07-21 07:45:33,359.73,1
3129,2024-04-13 12:59:26,33.58,1
3822,2023-04-26 07:42:59,281.95,2
2712,2023-08-19 14:21:46,97.78,5
281,2024-05-05 04:00:11,373.12,3
1029,2023-02-27 09:21:33,192.46,5
2661,2023-03-25 20:02:09,154.69,7
2354,2024-05-03 07:50:43,379.56,8
2392,2023-06-27 22:07:01,394.17,6
154,2023-09-11 16:46:59,167.39,8
3861,2024-03-13 12:07:38,482.21,8
2406,2024-02-08 18:25:07,467.0,8
2746,2024-05-02 17:57:35,95.18,2
4504,2023-02-26 21:28:01,464.89,8
1054,2023-07-14 14:47:31,340.81,5
2978,2024-03-22 17:31:21,76.5,5
3894,2023-03-14 16:50:27,149.37,8
2680,2024-05-30 01:27:30,176.98,7
2996,2024-05-16 17:42:39,288.35,2
4951,2023-11-15 08:00:24,228.65,1
4104,2023-10-07 19:38:48,320.57,1
2666,2023-11-29 23:06:51,50.53,2
3058,2024-01-21 12:55:19,318.73,4
3969,2024-01-17 04:20:34,158.57,3
852,2023-11-01 00:30:34,110.37,5
1401,2023-03-27 20:31:48,182.99,4
3794,2024-05-11 08:30:53,170.65,4
3332,2023-04-13 00:51:43,234.38,9
127,2023-03-04 23:39:36,277.0,1
578,2023-04-16 07:33:07,102.48,3
805,2023-12-18 09:49:36,431.23,9
3025,2024-02-24 17:10:56,212.56,3
113,2023-10-01 21:14:42,171.54,7
1968,2023-12-05 17:49:36,303.4,6
651,2023-08-02 15:10:43,431.8,8
4334,2023-05-08 10:25:56,177.66,3
1385,2023-09-27 22:15:45,163.67,4
64,2023-07-10 08:23:40,298.06,6
4000,2023-09-01 09:36:42,301.6,5
3989,2024-05-28 00:03:56,484.91,7
2503,2023-04-12 06:25:18,200.19,9
3517,2023-08-15 16:50:01,252.52,2
4700,2024-05-17 21:27:37,241.96,1
2672,2024-02-22 20:45:43,333.91,1
2388,2023-07-11 02:50:50,316.47,4
1869,2023-06-22 09:34:18,497.52,4
3442,2023-07-31 13:09:16,136.05,1
2275,2023-07-29 18:45:55,310.85,2
1964,2024-01-24 10:12:58,353.03,9
2957,2023-03-03 10:50:48,136.18,1
3899,2023-10-24 05:20:25,40.39,8
3970,2024-04-21 07:01:49,57.55,6
4904,2024-03-21 05:36:51,66.27,9
699,2023-12-06 01:07:25,214.07,3
293,2023-12-27 17:07:12,107.36,2
838,2023-11-29 23:29:57,22.69,7
4100,2023-12-28 10:46:47,268.17,1
4777,2023-09-03 13:24:11,456.89,2
4123,2023-11-27 12:10:54,449.99,1
737,2023-04-18 20:40:15,431.97,5
2297,2024-05-03 08:01:12,330.26,4
4462,2023-08-24 01:13:24,89.2,8
1972,2024-04-12 05:49:48,350.91,1
3274,2023-07-25 17:47:41,291.19,5
198,2023-07-17 09:59:04,333.11,5
1672,2023-02-28 15:42:18,486.29,4
2686,2023-09-24 04:35:33,389.04,6
607,2023-05-31 00:12:36,413.63,3
2121,2024-01-15 09:16:10,12.33,7
4343,2024-03-01 01:30:05,19.25,1
1160,2023-01-29 04:39:08,169.77,8
1732,2023-04-02 17:03:19,48.85,5
2262,2023-02-11 17:53:10,189.06,8
3396,2024-03-08 23:52:06,249.44,9
2376,2023-07-26 16:35:48,267.16,1
596,2024-02-02 18:28:36,84.35,4
2305,2023-04-04 02:12:09,72.64,8
3718,2024-03-01 05:03:27,5.42,6
3420,2023-04-15 21:49:05,20.15,5
1132,2023-06-16 03:58:02,240.35,8
2004,2023-10-11 03:31:28,79.91,7
3592,2023-05-03 18:16:10,363.86,6
3222,2023-07-05 23:16:11,26.63,8
2022,2023-11-12 01:17:55,369.63,2
1708,2023-02-13 03:48:13,243.33,8
1583,2023-04-21 20:41:14,295.09,9
1,2024-02-07 05:52:38,124.87,6
692,2023-08-08 10:28:56,99.8,8
3147,2023-02-10 03:47:55,183.08,4
2548,2023-04-20 23:49:08,354.05,9
2787,2024-01-22 17:29:38,34.43,2
2684,2023-10-23 10:45:20,129.29,5
344,2023-05-11 05:01:10,273.72,1
4379,2023-05-23 13:34:43,269.94,1
3188,2023-10-20 21:51:15,17.3,4
4525,2024-04-22 17:15:35,67.32,5
828,2024-03-30 16:18:19,67.04,3
1850,2024-02-06 10:26:04,114.27,8
2222,2023-02-24 12:44:24,144.59,3
3205,2023-08-17 21:55:22,173.18,3
3514,2023-04-04 02:52:10,208.28,8
94,2023-05-11 11:57:04,55.19,8
2468,2023-11-08 11:43:23,187.16,5
3779,2023-11-24 23:36:06,489.35,8
405,2023-04-29 14:19:35,79.5,6
1210,2023-01-26 18:58:48,161.47,1
376,2024-03-22 18:32:17,222.9,5
3946,2023-03-13 18:53:18,155.96,5
2751,2023-08-26 18:34:38,275.47,7
498,2023-10-11 10:39:38,19.22,1
1439,2023-07-21 16:49:48,168.6,7
739,2023-01-17 15:11:22,420.41,5
4516,2023-10-07 12:19:44,81.81,9
3291,2023-03-25 08:46:25,171.85,2
1976,2023-08-06 01:20:18,50.37,1
1563,2023-12-08 13:19:27,297.08,3
461,2023-09-12 10:41:43,368.16,7
3675,2023-07-12 16:33:24,209.35,5
3124,2023-09-29 15:35:19,468.86,9
1839,2023-01-21 14:09:42,150.59,9
1469,2023-09-26 15:06:13,341.45,9
4737,2023-11-07 00:45:36,192.54,3
3467,2023-06-22 04:28:21,291.97,4
4044,2023-06-28 05:34:26,19.14,4
4424,2023-07-06 14:20:10,147.21,8
4703,2023-09-17 13:51:02,121.02,9
2988,2023-02-18 13:28:41,369.59,8
4691,2024-04-22 08:36:52,389.02,1
3464,2024-02-02 08:55:22,140.13,3
3293,2023-12-24 07:33:19,410.57,2
2882,2024-03-15 07:25:42,237.01,4
2909,2023-03-18 09:09:37,289.53,3
335,2023-09-06 03:46:39,93.77,7
742,2023-01-22 01:22:43,148.99,7
1244,2023-04-10 05:25:17,233.55,1
101,2023-01-14 08:29:36,455.6,6
2464,2023-02-20 10:42:01,217.7,4
2270,2024-05-03 09:46:20,368.83,9
175,2023-01-28 17:55:52,197.28,2
606,2023-06-07 06:16:57,28.76,6
3746,2023-07-27 06:05:29,80.5,3
4877,2024-05-09 02:47:44,315.81,1
3809,2023-03-20 21:38:40,179.97,9
1770,2023-07-30 22:52:57,425.03,1
849,2023-06-04 06:01:56,47.14,2
1091,2023-02-13 05:09:02,8.32,5
2174,2023-12-14 21:22:54,491.15,3
1163,2023-05-10 09:08:28,194.46,2
4721,2023-07-19 09:31:29,199.84,1
1180,2023-10-11 07:08:46,407.52,6
697,2024-05-10 18:42:32,155.09,2
4418,2023-03-01 18:05:51,103.73,5
2497,2023-04-04 19:39:20,110.01,8
2758,2023-12-29 16:15:42,470.42,9
3929,2023-07-01 13:48:11,349.82,7
4048,2024-04-18 11:01:57,297.57,2
2052,2024-02-06 01:53:00,387.2,5
3311,2023-05-16 08:30:25,262.62,2
1748,2023-06-06 13:37:04,471.42,7
2905,2023-06-07 03:21:35,248.67,5
903,2023-12-15 16:34:41,468.22,8
3869,2023-11-06 19:00:44,47.87,8
4724,2024-03-21 12:54:36,65.56,1
4999,2024-02-24 22:23:39,144.33,9
4931,2023-01-09 23:47:30,73.25,7
605,2023-12-21 10:55:25,103.53,7
3687,2023-04-30 02:13:08,419.51,6
870,2023-06-03 14:15:46,343.65,2
3452,2023-05-07 00:57:33,438.77,9
3782,2024-05-09 21:46:41,483.73,8
1354,2023-06-08 06:35:13,106.92,9
101,2023-10-01 16:18:58,155.82,1
4791,2024-02-25 20:42:16,494.4,4
846,2023-04-09 18:41:56,255.0,4
672,2023-01-09 22:58:33,263.25,8
3666,2023-02-19 16:35:09,430.87,8
3108,2024-02-11 03:52:29,286.06,2
238,2024-02-21 08:56:47,451.14,5
1306,2023-06-07 12:07:31,288.78,3
22,2024-04-06 17:58:49,412.64,1
1254,2023-08-19 02:41:57,324.61,3
401,2024-04-29 11:14:26,491.58,6
1007,2023-04-26 11:15:42,471.35,3
3192,2024-02-27 14:23:21,125.71,6
1702,2023-06-30 06:23:51,193.05,3
1735,2023-05-12 22:07:56,282.22,9
3419,2023-12-01 17:02:30,355.89,5
587,2023-12-18 19:49:26,374.12,5
831,2024-04-22 21:17:48,154.22,3
1609,2024-03-10 18:22:16,486.47,7
3206,2023-07-13 01:51:00,208.28,4
4796,2024-01-22 03:50:18,20.83,8
4548,2024-05-03 07:11:32,109.99,7
4851,2023-09-30 12:07:41,107.55,2
1338,2024-05-29 14:44:00,32.91,1
3548,2023-07-28 19:19:43,325.91,7
388,2023-02-06 10:01:53,226.2,4
2767,2023-11-05 17:59:57,64.23,5
3923,2024-03-05 14:01:37,380.24,6
1222,2024-02-27 06:19:30,392.8,9
1925,2023-06-07 13:49:28,407.24,5
710,2023-07-30 03:32:51,481.47,9
448,2023-10-16 00:09:49,371.7,3
351,2023-04-09 18:31:30,355.37,9
665,2023-03-16 18:45:31,318.57,7
3716,2024-05-17 19:30:46,124.01,9
4422,2023-09-06 23:55:19,79.36,3
425,2023-03-05 06:13:31,68.41,4
4261,2023-11-06 16:10:21,419.18,5
1202,2024-05-10 03:41:53,136.48,3
3512,2023-03-23 20:42:03,23.01,7
2713,2023-05-24 16:45:59,146.48,5
674,2024-03-02 20:12:59,159.27,2
1939,2023-04-21 17:28:26,108.84,1
4559,2023-11-21 12:51:54,225.36,1
754,2023-04-08 07:45:14,370.14,4
1974,2023-06-09 19:41:32,292.68,7
4844,2023-04-06 19:53:21,52.54,2
4143,2023-05-14 05:25:14,64.34,9
2688,2024-02-09 22:04:48,119.33,2
338,2023-08-09 14:47:33,317.18,4
3597,2023-10-31 13:05:52,465.86,5
3703,2023-03-25 01:47:57,372.08,7
1839,2024-03-14 20:54:37,268.9,4
2935,2024-03-23 02:47:34,157.14,4
4385,2023-02-02 08:57:53,284.89,8
116,2024-03-29 05:11:48,274.08,9
2685,2023-12-10 06:54:00,162.59,3
4506,2024-02-14 06:27:18,213.64,1
3247,2024-04-12 09:51:39,440.5,4
2547,2023-08-19 02:44:50,210.18,1
4719,2023-02-27 23:51:35,152.65,7
3405,2023-07-23 21:21:46,75.24,3
3959,2024-02-27 17:31:24,275.33,3
2634,2023-11-07 16:35:35,209.32,8
4243,2023-08-22 08:50:51,247.61,5
2821,2024-03-29 07:44:14,26.31,7
1800,2023-11-04 05:27:55,325.02,8
2692,2023-11-25 17:52:50,481.75,4
1073,2023-01-15 00:49:07,311.32,6
3149,2023-09-25 01:21:15,62.32,6
4213,2023-06-28 02:25:24,320.09,5
1518,2023-09-08 21:49:36,180.2,2
1585,2024-03-11 18:20:58,446.39,9
2003,2023-08-08 13:02:43,35.33,7
2228,2024-05-13 08:27:04,168.26,3
2610,2024-03-12 18:48:23,397.33,7
3144,2023-07-05 14:02:03,378.38,5
3506,2024-01-26 21:28:54,254.68,8
4079,2023-08-20 16:29:14,11.69,3
4612,2023-07-16 03:49:53,151.51,6
75,2024-04-22 03:13:18,361.27,5
3394,2023-04-28 08:53:26,291.29,3
3605,2024-03-30 09:49:33,43.35,5
3281,2023-01-08 06:57:24,490.81,8
29,2023-04-08 14:05:42,322.67,1
1435,2023-06-13 09:38:49,5.56,1
2904,2023-07-13 18:19:51,448.19,6
3253,2023-07-17 21:34:37,358.6,6
1639,2023-05-28 18:00:36,11.01,8
778,2024-04-11 14:16:05,151.59,2
3445,2023-07-05 01:50:26,398.35,9
4954,2023-05-04 13:50:03,306.35,2
886,2023-02-14 20:05:17,148.07,7
613,2024-02-21 05:36:44,484.29,7
4187,2023-12-01 22:17:20,468.18,2
1093,2024-03-01 12:12:52,28.91,8
618,2023-07-20 19:19:12,146.98,3
1547,2023-07-04 07:20:08,270.32,9
4109,2023-05-17 16:48:15,52.27,3
2274,2024-05-15 06:39:38,497.02,8
2470,2023-08-31 00:59:51,244.0,1
4264,2024-01-13 04:16:18,16.69,6
929,2024-02-03 15:02:59,205.27,3
1403,2023-03-13 04:16:25,60.26,6
3362,2023-05-19 11:20:40,264.82,6
923,2023-11-17 01:50:32,214.55,9
100,2024-02-24 10:34:08,318.1,2
2355,2023-01-24 01:11:08,162.07,1
2393,2023-12-19 02:08:57,432.14,6
4831,2023-10-06 21:57:35,9.93,4
1609,2024-04-13 06:59:37,402.16,8
921,2024-04-11 20:11:09,9.18,6
3307,2023-11-30 04:24:46,156.61,6
285,2023-04-11 11:33:36,99.39,9
3731,2024-01-12 15:00:14,218.35,5
2350,2024-05-14 00:04:38,87.11,4
2871,2023-05-31 13:08:14,493.66,7
1,2023-01-16 08:16:42,454.89,6
2187,2023-05-28 01:03:51,439.75,3
4804,2023-04-17 23:37:33,111.86,1
2490,2023-04-04 06:38:59,135.62,9
4039,2023-11-24 11:16:32,155.81,2
2964,2024-03-30 19:13:07,248.37,6
1187,2023-03-21 22:29:47,262.02,3
2099,2024-05-28 21:33:39,11.05,3
4967,2023-12-02 21:50:57,421.5,6
2069,2023-04-06 05:39:22,153.19,3
4727,2023-05-20 08:25:15,64.5,2
2177,2023-12-27 09:11:34,63.82,8
4202,2023-11-15 00:36:01,148.19,4
226,2023-05-24 17:45:41,415.08,7
1808,2023-05-19 08:52:55,285.92,1
3191,2023-04-12 15:32:04,127.76,6
2200,2023-08-05 08:24:45,183.06,1
1933,2023-04-15 11:01:59,191.23,1
3974,2023-05-27 01:25:00,250.04,4
3842,2023-05-09 23:01:41,461.09,1
267,2023-01-05 14:30:46,115.73,3
3079,2024-02-24 05:47:18,114.86,9
615,2023-07-26 09:14:12,34.02,3
4007,2023-06-28 03:07:04,403.22,8
4428,2024-04-04 12:49:56,381.11,2
1366,2023-02-25 16:40:32,498.15,6
3455,2023-09-16 17:05:47,129.27,4
2419,2023-11-04 18:01:25,13.39,7
3331,2024-02-06 04:54:47,422.83,2
4766,2023-01-21 14:23:16,214.27,1
628,2024-02-03 05:21:10,462.54,8
969,2023-06-19 12:00:09,51.8,2
4486,2023-01-04 12:02:44,330.67,8
182,2023-12-17 23:58:45,218.17,3
2284,2023-08-30 13:49:03,32.24,1
4290,2024-05-29 14:51:48,484.71,2
